Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 00:00:00+05:30,2337.0,2343.0,2287.85009765625,2307.64990234375,117117,0.0,0.0
2022-08-11 00:00:00+05:30,2329.550048828125,2351.14990234375,2302.75,2348.10009765625,145383,0.0,0.0
2022-08-12 00:00:00+05:30,2345.39990234375,2375.64990234375,2313.0,2364.89990234375,144700,0.0,0.0
2022-08-16 00:00:00+05:30,2370.0,2380.0,2334.64990234375,2338.14990234375,97696,0.0,0.0
2022-08-17 00:00:00+05:30,2367.0,2385.050048828125,2340.050048828125,2370.050048828125,160230,0.0,0.0
2022-08-18 00:00:00+05:30,2370.0,2425.0,2355.0,2399.0,189768,0.0,0.0
2022-08-19 00:00:00+05:30,2427.75,2458.0,2406.449951171875,2411.60009765625,295330,0.0,0.0
2022-08-22 00:00:00+05:30,2392.0,2400.0,2352.10009765625,2369.89990234375,217388,0.0,0.0
2022-08-23 00:00:00+05:30,2417.800048828125,2453.0,2335.60009765625,2353.60009765625,340155,0.0,0.0
2022-08-24 00:00:00+05:30,2375.0,2401.0,2357.699951171875,2398.949951171875,658796,0.0,0.0
2022-08-25 00:00:00+05:30,2419.0,2419.0,2376.10009765625,2399.800048828125,215983,0.0,0.0
2022-08-26 00:00:00+05:30,2415.0,2420.0,2379.39990234375,2387.75,82466,0.0,0.0
2022-08-29 00:00:00+05:30,2318.0,2379.0,2312.949951171875,2341.699951171875,133655,0.0,0.0
2022-08-30 00:00:00+05:30,2348.300048828125,2385.0,2345.60009765625,2368.050048828125,171540,0.0,0.0
2022-09-01 00:00:00+05:30,2368.0,2514.0,2350.0,2501.35009765625,454820,0.0,0.0
2022-09-02 00:00:00+05:30,2519.0,2607.0,2493.10009765625,2566.10009765625,604734,0.0,0.0
2022-09-05 00:00:00+05:30,2570.0,2570.0,2455.550048828125,2472.800048828125,275097,0.0,0.0
2022-09-06 00:00:00+05:30,2494.0,2494.0,2443.0,2454.75,108525,0.0,0.0
2022-09-07 00:00:00+05:30,2444.0,2503.0,2432.550048828125,2488.35009765625,75379,0.0,0.0
2022-09-08 00:00:00+05:30,2499.949951171875,2499.949951171875,2430.75,2440.89990234375,139509,0.0,0.0
2022-09-09 00:00:00+05:30,2460.0,2460.0,2380.0,2390.75,161830,0.0,0.0
2022-09-12 00:00:00+05:30,2405.0,2405.0,2353.75,2361.39990234375,192760,0.0,0.0
2022-09-13 00:00:00+05:30,2373.25,2456.35009765625,2363.0,2437.64990234375,442005,0.0,0.0
2022-09-14 00:00:00+05:30,2414.25,2426.0,2375.0,2376.699951171875,252132,0.0,0.0
2022-09-15 00:00:00+05:30,2388.60009765625,2398.0,2316.0,2322.800048828125,208322,0.0,0.0
2022-09-16 00:00:00+05:30,2322.800048828125,2322.800048828125,2272.5,2293.550048828125,140384,0.0,0.0
2022-09-19 00:00:00+05:30,2290.0,2299.64990234375,2222.75,2246.85009765625,205758,0.0,0.0
2022-09-20 00:00:00+05:30,2250.25,2271.550048828125,2222.0,2231.89990234375,243481,0.0,0.0
2022-09-21 00:00:00+05:30,2230.0,2230.0,2128.0,2166.050048828125,1263088,0.0,0.0
2022-09-22 00:00:00+05:30,2172.699951171875,2240.0,2160.0,2175.050048828125,397617,0.0,0.0
2022-09-23 00:00:00+05:30,2180.0,2192.699951171875,2121.800048828125,2143.449951171875,345348,0.0,0.0
2022-09-26 00:00:00+05:30,2143.5,2155.050048828125,2055.5,2063.949951171875,579648,0.0,0.0
2022-09-27 00:00:00+05:30,2063.949951171875,2084.89990234375,2049.64990234375,2060.449951171875,291193,0.0,0.0
2022-09-28 00:00:00+05:30,2060.0,2100.0,2042.8499755859375,2051.050048828125,235036,0.0,0.0
2022-09-29 00:00:00+05:30,2061.35009765625,2118.0,2061.35009765625,2087.85009765625,519378,0.0,0.0
2022-09-30 00:00:00+05:30,2080.0,2118.0,2064.300048828125,2092.85009765625,147147,0.0,0.0
2022-10-03 00:00:00+05:30,2090.0,2158.449951171875,2080.0,2132.64990234375,267561,0.0,0.0
2022-10-04 00:00:00+05:30,2160.0,2160.0,2121.0,2131.89990234375,160320,0.0,0.0
2022-10-06 00:00:00+05:30,2133.0,2140.85009765625,2072.35009765625,2074.800048828125,522868,0.0,0.0
2022-10-07 00:00:00+05:30,2080.0,2094.800048828125,2045.0,2076.60009765625,261479,0.0,0.0
2022-10-10 00:00:00+05:30,2061.0,2088.0,2031.0,2051.10009765625,399820,0.0,0.0
2022-10-11 00:00:00+05:30,2061.39990234375,2100.0,2036.25,2083.60009765625,290269,0.0,0.0
2022-10-12 00:00:00+05:30,2094.050048828125,2142.449951171875,2055.10009765625,2132.75,178785,0.0,0.0
2022-10-13 00:00:00+05:30,2139.0,2155.0,2072.0,2149.85009765625,136119,0.0,0.0
2022-10-14 00:00:00+05:30,2185.0,2202.0,2143.75,2159.949951171875,213206,0.0,0.0
2022-10-17 00:00:00+05:30,2158.14990234375,2175.0,2130.050048828125,2157.0,533622,0.0,0.0
2022-10-18 00:00:00+05:30,2200.0,2214.89990234375,2136.75,2157.35009765625,157428,0.0,0.0
2022-10-19 00:00:00+05:30,2169.0,2198.0,2169.0,2188.300048828125,183126,0.0,0.0
2022-10-20 00:00:00+05:30,2166.39990234375,2203.39990234375,2155.5,2200.35009765625,140820,0.0,0.0
2022-10-21 00:00:00+05:30,2205.0,2205.14990234375,2177.0,2190.25,81738,0.0,0.0
2022-10-24 00:00:00+05:30,2209.0,2213.949951171875,2183.5,2193.85009765625,9213,0.0,0.0
2022-10-25 00:00:00+05:30,2191.0,2238.0,2160.050048828125,2225.300048828125,228975,0.0,0.0
2022-10-27 00:00:00+05:30,2115.10009765625,2148.699951171875,1880.5,1901.4000244140625,3798313,0.0,0.0
2022-10-28 00:00:00+05:30,1903.449951171875,1922.0,1840.199951171875,1871.75,1156437,0.0,0.0
2022-10-31 00:00:00+05:30,1881.1500244140625,1897.8499755859375,1680.0,1784.3499755859375,3448700,0.0,0.0
2022-11-01 00:00:00+05:30,1799.9000244140625,1839.9000244140625,1761.699951171875,1786.25,1351858,0.0,0.0
2022-11-02 00:00:00+05:30,1784.0,1895.0,1782.25,1879.949951171875,1245874,0.0,0.0
2022-11-03 00:00:00+05:30,1849.949951171875,1874.449951171875,1823.4000244140625,1845.3499755859375,625086,0.0,0.0
2022-11-04 00:00:00+05:30,1845.0,1858.800048828125,1803.0999755859375,1811.199951171875,220550,0.0,0.0
2022-11-07 00:00:00+05:30,1812.5,1828.6500244140625,1799.5999755859375,1805.050048828125,378046,0.0,0.0
2022-11-09 00:00:00+05:30,1814.0,1814.0,1763.25,1771.6500244140625,440691,0.0,0.0
2022-11-10 00:00:00+05:30,1775.0,1783.449951171875,1660.0,1694.050048828125,666832,0.0,0.0
2022-11-11 00:00:00+05:30,1704.050048828125,1734.300048828125,1700.1500244140625,1730.699951171875,549583,0.0,0.0
2022-11-14 00:00:00+05:30,1730.699951171875,1751.9000244140625,1725.050048828125,1736.1500244140625,534125,0.0,0.0
2022-11-15 00:00:00+05:30,1735.0,1744.0,1720.449951171875,1725.699951171875,215534,0.0,0.0
2022-11-16 00:00:00+05:30,1726.0,1750.050048828125,1720.0,1744.449951171875,206689,0.0,0.0
2022-11-17 00:00:00+05:30,1734.949951171875,1739.8499755859375,1710.199951171875,1735.050048828125,151006,0.0,0.0
2022-11-18 00:00:00+05:30,1735.050048828125,1765.0,1711.300048828125,1732.449951171875,120594,0.0,0.0
2022-11-21 00:00:00+05:30,1717.0,1749.0,1707.0,1716.0999755859375,61877,0.0,0.0
2022-11-22 00:00:00+05:30,1716.0999755859375,1727.0,1705.0,1710.199951171875,138242,0.0,0.0
2022-11-23 00:00:00+05:30,1722.5999755859375,1723.949951171875,1695.3499755859375,1700.550048828125,203208,0.0,0.0
2022-11-24 00:00:00+05:30,1709.0999755859375,1716.0,1694.300048828125,1697.5,135568,0.0,0.0
2022-11-25 00:00:00+05:30,1706.0,1709.0,1685.5,1693.0999755859375,98764,0.0,0.0
2022-11-28 00:00:00+05:30,1701.5999755859375,1752.0,1695.050048828125,1745.0999755859375,150780,0.0,0.0
2022-11-29 00:00:00+05:30,1760.0,1908.800048828125,1732.199951171875,1877.949951171875,3084728,0.0,0.0
2022-11-30 00:00:00+05:30,1878.0,1898.0,1765.0,1779.6500244140625,1689301,0.0,0.0
2022-12-01 00:00:00+05:30,1805.0,1805.0,1737.300048828125,1752.949951171875,550501,0.0,0.0
2022-12-02 00:00:00+05:30,1753.0,1753.0,1717.75,1720.75,418612,0.0,0.0
2022-12-05 00:00:00+05:30,1735.1500244140625,1769.949951171875,1728.25,1748.550048828125,399015,0.0,0.0
2022-12-06 00:00:00+05:30,1741.0,1749.9000244140625,1730.199951171875,1734.3499755859375,85201,0.0,0.0
2022-12-07 00:00:00+05:30,1735.0,1747.9000244140625,1695.0999755859375,1699.8499755859375,589959,0.0,0.0
2022-12-08 00:00:00+05:30,1708.0,1738.949951171875,1703.199951171875,1715.5999755859375,203684,0.0,0.0
2022-12-09 00:00:00+05:30,1726.9000244140625,1732.199951171875,1708.0,1726.6500244140625,190619,0.0,0.0
2022-12-12 00:00:00+05:30,1730.0,1734.949951171875,1707.0,1714.4000244140625,72925,0.0,0.0
2022-12-13 00:00:00+05:30,1727.5999755859375,1756.0,1722.0,1734.800048828125,602868,0.0,0.0
2022-12-14 00:00:00+05:30,1744.699951171875,1769.0,1730.050048828125,1765.75,365319,0.0,0.0
2022-12-15 00:00:00+05:30,1763.699951171875,1775.0,1735.0999755859375,1749.5999755859375,143196,0.0,0.0
2022-12-16 00:00:00+05:30,1738.0,1751.0,1683.449951171875,1690.199951171875,707265,0.0,0.0
2022-12-19 00:00:00+05:30,1701.0,1709.3499755859375,1673.199951171875,1676.5,255778,0.0,0.0
2022-12-20 00:00:00+05:30,1683.9000244140625,1693.449951171875,1615.699951171875,1638.25,629536,0.0,0.0
2022-12-21 00:00:00+05:30,1652.0,1666.0,1605.9000244140625,1612.300048828125,557870,0.0,0.0
2022-12-22 00:00:00+05:30,1619.0,1658.949951171875,1594.0,1605.1500244140625,455043,0.0,0.0
2022-12-23 00:00:00+05:30,1604.949951171875,1606.949951171875,1570.0,1581.449951171875,336255,0.0,0.0
2022-12-26 00:00:00+05:30,1588.3499755859375,1597.550048828125,1571.0,1580.949951171875,260949,0.0,0.0
2022-12-27 00:00:00+05:30,1585.0,1607.699951171875,1574.0,1583.5999755859375,248697,0.0,0.0
2022-12-28 00:00:00+05:30,1582.0,1589.8499755859375,1563.5999755859375,1573.3499755859375,203748,0.0,0.0
2022-12-29 00:00:00+05:30,1570.0,1589.0,1553.449951171875,1578.300048828125,360808,0.0,0.0
2022-12-30 00:00:00+05:30,1584.0999755859375,1618.0,1570.0999755859375,1576.550048828125,156365,0.0,0.0
2023-01-02 00:00:00+05:30,1585.0,1606.0,1566.0,1575.9000244140625,174154,0.0,0.0
2023-01-03 00:00:00+05:30,1586.800048828125,1589.0,1571.0,1575.75,95947,0.0,0.0
2023-01-04 00:00:00+05:30,1581.699951171875,1598.800048828125,1566.0,1587.949951171875,181170,0.0,0.0
2023-01-05 00:00:00+05:30,1594.0,1595.0,1571.0,1584.0999755859375,232638,0.0,0.0
2023-01-06 00:00:00+05:30,1580.0,1583.949951171875,1561.449951171875,1565.1500244140625,199299,0.0,0.0
