Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 00:00:00+05:30,1561.3993177152313,1561.3993177152313,1529.5202893085777,1543.3409423828125,4423829,0.0,0.0
2022-08-11 00:00:00+05:30,1569.874648000886,1571.1748274167041,1556.391062067136,1560.1953125,3462090,0.0,0.0
2022-08-12 00:00:00+05:30,1553.790673304164,1554.46480556085,1531.494577765419,1535.298828125,3562286,0.0,0.0
2022-08-16 00:00:00+05:30,1549.6493753917805,1549.6493753917805,1532.4096229662057,1537.562255859375,3004430,0.0,0.0
2022-08-17 00:00:00+05:30,1537.5621750896541,1552.538633876459,1526.5345748723248,1547.000732421875,4067324,0.0,0.0
2022-08-18 00:00:00+05:30,1535.2990406102087,1539.2477820191668,1515.9404848696659,1524.560302734375,4635706,0.0,0.0
2022-08-19 00:00:00+05:30,1526.8235659891125,1545.7005632108953,1526.6308727880232,1538.188232421875,4739884,0.0,0.0
2022-08-22 00:00:00+05:30,1527.4977404616227,1540.018213744095,1515.9403805085713,1517.529541015625,3950555,0.0,0.0
2022-08-23 00:00:00+05:30,1490.89939242637,1497.1596288932765,1476.4526928873547,1485.5059814453125,5551574,0.0,0.0
2022-08-24 00:00:00+05:30,1478.3789598418443,1488.9732064596035,1474.5265065262956,1480.7867431640625,2888426,0.0,0.0
2022-08-25 00:00:00+05:30,1490.8994218314606,1491.5735541295605,1457.9127905667788,1462.1505126953125,4331088,0.0,0.0
2022-08-26 00:00:00+05:30,1478.5233658387508,1487.9618053817944,1461.476190351378,1465.425048828125,3079136,0.0,0.0
2022-08-29 00:00:00+05:30,1414.3801503928275,1414.3801503928275,1396.5143508089084,1407.8309326171875,8079050,0.0,0.0
2022-08-30 00:00:00+05:30,1418.7622287175582,1440.9138353982414,1411.9241475600738,1437.8800048828125,6725875,0.0,0.0
2022-09-01 00:00:00+05:30,1406.1936035951276,1413.9465950253398,1397.525584000516,1410.1904296875,8140604,0.0,0.0
2022-09-02 00:00:00+05:30,1423.4813959130895,1423.4813959130895,1394.5879981611322,1399.403564453125,5175653,0.0,0.0
