Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 00:00:00+05:30,511.53807959079415,511.53807959079415,497.15809867536854,501.2274169921875,152490,0.0,0.0
2022-08-11 00:00:00+05:30,505.74615538652984,508.71699639490487,498.0568445438568,500.7031555175781,113572,0.0,0.0
2022-08-12 00:00:00+05:30,505.6962063936913,514.2842603311474,500.8279815992945,512.2371215820312,143426,0.0,0.0
2022-08-16 00:00:00+05:30,512.2870050319941,541.0469650542514,508.042911910384,518.8778076171875,289706,0.0,0.0
2022-08-17 00:00:00+05:30,523.2467316345491,523.2467316345491,512.7863146400841,518.0040283203125,63874,0.0,0.0
2022-08-18 00:00:00+05:30,516.3064456905605,524.8445504236693,515.657324702235,520.2009887695312,93088,0.0,0.0
2022-08-19 00:00:00+05:30,519.3022948798626,522.1233199413607,492.31482978004374,493.63800048828125,282930,0.0,0.0
2022-08-22 00:00:00+05:30,495.31066163968984,497.7822279918967,453.3690330331032,458.86138916015625,366658,0.0,0.0
2022-08-23 00:00:00+05:30,458.3620909284282,484.8252617554507,458.3620909284282,480.53125,287042,0.0,0.0
2022-08-24 00:00:00+05:30,485.82388972379556,521.6740223075964,481.67966325489516,514.7086791992188,194676,0.0,0.0
2022-08-25 00:00:00+05:30,516.7807708005676,519.7766013559332,497.108137963601,513.4104614257812,188952,0.0,0.0
2022-08-26 00:00:00+05:30,511.28843286380317,516.306473601632,504.2482429997877,510.8140869140625,52422,0.0,0.0
2022-08-29 00:00:00+05:30,482.3536919545069,503.0498947103271,479.33290215574596,500.8779296875,83146,0.0,0.0
2022-08-30 00:00:00+05:30,504.2981290423209,520.750206990848,504.2981290423209,516.20654296875,225592,0.0,0.0
2022-09-01 00:00:00+05:30,509.2912032591784,524.7696613974475,502.7253289878789,519.9513549804688,134100,0.0,0.0
2022-09-02 00:00:00+05:30,516.7808029829322,522.3230776654364,512.1872202254392,515.5824584960938,84520,0.0,0.0
2022-09-05 00:00:00+05:30,519.2773258164208,521.7738514213074,509.66570223760726,516.1067504882812,165206,0.0,0.0
2022-09-06 00:00:00+05:30,517.7794114113134,550.234244334877,517.0803720505857,545.3161010742188,442322,0.0,0.0
2022-09-07 00:00:00+05:30,545.7404980770881,548.8112367659414,537.3521476514885,540.4478759765625,105796,0.0,0.0
2022-09-08 00:00:00+05:30,548.7363055551137,554.3534879368199,542.4700021625008,548.062255859375,104494,0.0,0.0
2022-09-09 00:00:00+05:30,554.2286359163558,554.2286359163558,536.7529582072815,539.6239624023438,83502,0.0,0.0
2022-09-12 00:00:00+05:30,546.6392549568216,546.6392549568216,529.7627179775918,532.0595092773438,202980,0.0,0.0
2022-09-13 00:00:00+05:30,534.2564465156105,547.3881947680413,534.2564465156105,537.0026245117188,100508,0.0,0.0
2022-09-14 00:00:00+05:30,529.2883943673918,539.3743329831024,529.2883943673918,535.2550659179688,94458,0.0,0.0
2022-09-15 00:00:00+05:30,530.2619911543215,553.8042376974248,530.2619911543215,546.4644165039062,165290,0.0,0.0
2022-09-16 00:00:00+05:30,542.8195505629293,554.2286598849087,535.6545345824111,550.0344848632812,198410,0.0,0.0
2022-09-19 00:00:00+05:30,543.243950645955,558.2231036968545,533.5574194829741,539.5989990234375,98918,0.0,0.0
2022-09-20 00:00:00+05:30,541.7959796870548,562.0178372771603,541.7959796870548,560.844482421875,100346,0.0,0.0
2022-09-21 00:00:00+05:30,564.2147618147288,567.7098975073864,546.9138279460077,561.5684204101562,153414,0.0,0.0
2022-09-22 00:00:00+05:30,552.7557501147876,596.5697738112927,552.7557501147876,584.7362060546875,275292,0.0,0.0
2022-09-23 00:00:00+05:30,584.6862580119176,586.134254957094,572.8277621726495,578.79443359375,188310,0.0,0.0
2022-09-26 00:00:00+05:30,569.8069460382122,571.8291560389135,532.5837880371795,541.6961059570312,334112,0.0,0.0
2022-09-27 00:00:00+05:30,540.1982001079433,540.7224338929667,511.1635963406294,518.5033569335938,143336,0.0,0.0
2022-09-28 00:00:00+05:30,517.7793678419702,523.7710288006043,512.7863170431084,514.2343139648438,62304,0.0,0.0
2022-09-29 00:00:00+05:30,526.7418986825106,527.9153144451896,512.9361612228764,517.1053466796875,160776,0.0,0.0
