Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 00:00:00+05:30,1828.0,1866.949951171875,1822.1500244140625,1854.6500244140625,182357,0.0,0.0
2022-08-11 00:00:00+05:30,1863.0,1879.050048828125,1855.199951171875,1867.25,58931,0.0,0.0
2022-08-12 00:00:00+05:30,1855.199951171875,1868.949951171875,1837.5,1844.0,62435,0.0,0.0
2022-08-16 00:00:00+05:30,1850.0,1861.75,1841.550048828125,1848.449951171875,26197,0.0,0.0
2022-08-17 00:00:00+05:30,1851.050048828125,1867.300048828125,1850.050048828125,1855.3499755859375,92071,0.0,0.0
2022-08-18 00:00:00+05:30,1857.0,1897.5999755859375,1849.6500244140625,1894.199951171875,94001,0.0,0.0
2022-08-19 00:00:00+05:30,1898.5,1942.0,1895.0,1935.8499755859375,100725,0.0,0.0
2022-08-22 00:00:00+05:30,1938.8499755859375,1943.0,1874.25,1880.25,85227,0.0,0.0
2022-08-23 00:00:00+05:30,1873.0,1911.9000244140625,1867.800048828125,1876.050048828125,56064,0.0,0.0
2022-08-24 00:00:00+05:30,1880.0,1897.9000244140625,1851.550048828125,1893.300048828125,49359,0.0,0.0
2022-08-25 00:00:00+05:30,1897.5,1917.4000244140625,1873.75,1877.800048828125,42160,0.0,0.0
2022-08-26 00:00:00+05:30,1885.050048828125,1911.5999755859375,1885.050048828125,1905.4000244140625,57553,0.0,0.0
2022-08-29 00:00:00+05:30,1855.0,1889.4000244140625,1855.0,1880.800048828125,67467,0.0,0.0
2022-08-30 00:00:00+05:30,1897.4000244140625,1926.199951171875,1889.300048828125,1921.75,68281,0.0,0.0
2022-09-01 00:00:00+05:30,1905.050048828125,1919.800048828125,1893.0,1911.550048828125,452309,0.0,0.0
2022-09-02 00:00:00+05:30,1902.0,1958.5999755859375,1900.050048828125,1940.050048828125,84838,0.0,0.0
2022-09-05 00:00:00+05:30,1945.699951171875,1972.050048828125,1942.8499755859375,1968.25,84460,0.0,0.0
2022-09-06 00:00:00+05:30,1975.0,1985.5,1951.5999755859375,1961.699951171875,67150,0.0,0.0
2022-09-07 00:00:00+05:30,1950.0,1960.949951171875,1934.0,1958.3499755859375,35602,0.0,0.0
