Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 00:00:00+05:30,223.64705804983316,228.75225560805376,211.0804075353286,216.9710235595703,18676,0.0,0.0
2022-08-11 00:00:00+05:30,211.37493353952178,212.553053704812,196.35386023539212,198.1210479736328,41709,0.0,0.0
2022-08-12 00:00:00+05:30,198.1210455893201,202.1953821479271,196.9429254382081,199.83914184570312,9266,0.0,0.0
2022-08-16 00:00:00+05:30,205.8770193514671,205.8770193514671,198.75919192171023,203.37350463867188,3502,0.0,0.0
2022-08-17 00:00:00+05:30,205.87701613972624,206.1715499214504,200.33002566979806,203.2262420654297,5255,0.0,0.0
2022-08-18 00:00:00+05:30,199.2991641762511,206.07336622743617,199.2991641762511,203.42259216308594,5078,0.0,0.0
2022-08-19 00:00:00+05:30,201.50814998517188,210.83495838887043,201.50814998517188,205.23887634277344,8891,0.0,0.0
2022-08-22 00:00:00+05:30,208.1350911419182,210.09862973759667,204.20801395056125,206.7606201171875,5464,0.0,0.0
2022-08-23 00:00:00+05:30,207.1533112313654,208.03689756190926,200.8699940393404,202.19537353515625,9648,0.0,0.0
2022-08-24 00:00:00+05:30,201.45905627057385,207.15332117579362,201.45905627057385,205.8279266357422,7792,0.0,0.0
2022-08-25 00:00:00+05:30,206.2206417835609,206.2206417835609,202.24447317406518,204.15892028808594,16400,0.0,0.0
2022-08-26 00:00:00+05:30,204.10982806484623,207.05513591559787,202.244472418281,204.3552703857422,17145,0.0,0.0
2022-08-29 00:00:00+05:30,204.3552711494144,210.09862747208714,201.55723766911035,204.15892028808594,18901,0.0,0.0
2022-08-30 00:00:00+05:30,206.12246663352937,206.12246663352937,196.35386485320464,199.93731689453125,24116,0.0,0.0
2022-09-01 00:00:00+05:30,199.93732067983558,205.0425332471619,199.29917659922543,201.01727294921875,13649,0.0,0.0
2022-09-02 00:00:00+05:30,202.2444649936553,206.07335906682522,199.34824870952832,202.19537353515625,18411,0.0,0.0
2022-09-05 00:00:00+05:30,202.24446809058097,205.09159295980626,199.39734322135567,200.2809295654297,8448,0.0,0.0
2022-09-06 00:00:00+05:30,200.28093350123115,204.45345294917345,198.56283725796078,200.23184204101562,9518,0.0,0.0
2022-09-07 00:00:00+05:30,198.5628272177139,204.64979346139333,197.33561567743135,200.9190673828125,14201,0.0,0.0
2022-09-08 00:00:00+05:30,203.17715454101565,206.17155391543338,201.26270739363733,203.17715454101562,12435,0.0,0.0
2022-09-09 00:00:00+05:30,204.99343405252478,233.36656099864274,202.24447700009074,224.18702697753906,36565,0.0,0.0
2022-09-12 00:00:00+05:30,228.5559002908363,236.60640570457946,219.32725971067285,230.71578979492188,17895,0.0,0.0
2022-09-13 00:00:00+05:30,240.5334752766687,240.5334752766687,227.7704745477026,230.6175994873047,6143,0.0,0.0
2022-09-14 00:00:00+05:30,220.94717382839877,236.60639044913887,216.48012072213743,228.45770263671875,6996,0.0,0.0
2022-09-15 00:00:00+05:30,232.67931581425677,234.54467142558693,221.1926184094218,226.73960876464844,2155,0.0,0.0
2022-09-16 00:00:00+05:30,233.1211166781302,233.1211166781302,221.87986121870298,223.6470489501953,4809,0.0,0.0
